time	V(1)	V(2)	V(3)	V(4)	I(V1)	I(D1)	I(R1)	I(R2)	I(R3)	I(D2)
2.585	-2.54521	-2.54521	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.586	-2.5722	-2.5722	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.587	-2.59909	-2.59909	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.588	-2.62587	-2.62587	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.589	-2.65256	-2.65256	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.59	-2.67913	-2.67913	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.591	-2.70561	-2.70561	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.592	-2.73197	-2.73197	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.593	-2.75823	-2.75823	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.594	-2.78438	-2.78438	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.595	-2.81042	-2.81042	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.596	-2.83634	-2.83634	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.597	-2.86216	-2.86216	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.598	-2.88786	-2.88786	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.599	-2.91345	-2.91345	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.6	-2.93893	-2.93893	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.601	-2.96428	-2.96428	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.602	-2.98952	-2.98952	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.603	-3.01465	-3.01465	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.604	-3.03965	-3.03965	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.605	-3.06454	-3.06454	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.606	-3.0893	-3.0893	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.607	-3.11394	-3.11394	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.608	-3.13846	-3.13846	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.609	-3.16285	-3.16285	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.61	-3.18712	-3.18712	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.611	-3.21126	-3.21126	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.612	-3.23528	-3.23528	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.613	-3.25917	-3.25917	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.614	-3.28293	-3.28293	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.615	-3.30656	-3.30656	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.616	-3.33006	-3.33006	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.617	-3.35343	-3.35343	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.618	-3.37666	-3.37666	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.619	-3.39977	-3.39977	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.62	-3.42274	-3.42274	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.621	-3.44557	-3.44557	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.622	-3.46827	-3.46827	-3e-11	-5.76923e-20	9.9996e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.623	-3.49083	-3.49083	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.624	-3.51325	-3.51325	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.625	-3.53553	-3.53553	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.626	-3.55768	-3.55768	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.627	-3.57968	-3.57968	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.628	-3.60155	-3.60155	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.629	-3.62327	-3.62327	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.63	-3.64484	-3.64484	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.631	-3.66628	-3.66628	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.632	-3.68757	-3.68757	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.633	-3.70871	-3.70871	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.634	-3.72971	-3.72971	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.635	-3.75056	-3.75056	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.636	-3.77126	-3.77126	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.637	-3.79181	-3.79181	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.638	-3.81221	-3.81221	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.639	-3.83247	-3.83247	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.64	-3.85257	-3.85257	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.641	-3.87252	-3.87252	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.642	-3.89231	-3.89231	-3e-11	-5.76923e-20	1e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.643	-3.91195	-3.91195	-3e-11	-5.76923e-20	1.00002e-14	-1e-14	-1.00002e-14	1e-14	1.15385e-23	-1.15385e-23
2.644	-3.93144	-3.93144	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.645	-3.95078	-3.95078	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.646	-3.96995	-3.96995	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99978e-15	1e-14	1.15385e-23	-1.15385e-23
2.647	-3.98897	-3.98897	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.648	-4.00783	-4.00783	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.649	-4.02654	-4.02654	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.65	-4.04508	-4.04508	-3e-11	-5.76923e-20	9.99938e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.651	-4.06347	-4.06347	-3e-11	-5.76923e-20	9.99938e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.652	-4.0817	-4.0817	-3e-11	-5.76923e-20	1.00002e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.653	-4.09976	-4.09976	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.654	-4.11766	-4.11766	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.655	-4.1354	-4.1354	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.656	-4.15298	-4.15298	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.657	-4.17039	-4.17039	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.658	-4.18764	-4.18764	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.659	-4.20472	-4.20472	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.66	-4.22164	-4.22164	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.661	-4.23839	-4.23839	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.662	-4.25497	-4.25497	-3e-11	-5.76923e-20	1.00002e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.663	-4.27139	-4.27139	-3e-11	-5.76923e-20	9.99938e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.664	-4.28763	-4.28763	-3e-11	-5.76923e-20	9.99938e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.665	-4.30371	-4.30371	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.666	-4.31962	-4.31962	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.667	-4.33535	-4.33535	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.668	-4.35092	-4.35092	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.669	-4.36631	-4.36631	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.67	-4.38153	-4.38153	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.671	-4.39658	-4.39658	-3e-11	-5.76923e-20	1.00002e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.672	-4.41146	-4.41146	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.673	-4.42616	-4.42616	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.674	-4.44068	-4.44068	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.675	-4.45503	-4.45503	-3e-11	-5.76923e-20	1.00002e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.676	-4.46921	-4.46921	-3e-11	-5.76923e-20	1.00002e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.677	-4.48321	-4.48321	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.678	-4.49703	-4.49703	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.679	-4.51067	-4.51067	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.68	-4.52414	-4.52414	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.681	-4.53742	-4.53742	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.682	-4.55053	-4.55053	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.683	-4.56346	-4.56346	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.684	-4.57621	-4.57621	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.685	-4.58877	-4.58877	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.686	-4.60116	-4.60116	-3e-11	-5.76923e-20	1.00002e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.687	-4.61336	-4.61336	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.688	-4.62539	-4.62539	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.689	-4.63723	-4.63723	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.69	-4.64888	-4.64888	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.691	-4.66036	-4.66036	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.692	-4.67164	-4.67164	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.693	-4.68275	-4.68275	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.694	-4.69367	-4.69367	-3e-11	-5.76923e-20	1.00002e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.695	-4.7044	-4.7044	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.696	-4.71495	-4.71495	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.697	-4.72532	-4.72532	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.698	-4.73549	-4.73549	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.699	-4.74548	-4.74548	-3e-11	-5.76923e-20	9.99938e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.7	-4.75528	-4.75528	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.701	-4.7649	-4.7649	-3e-11	-5.76923e-20	1.00002e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.702	-4.77432	-4.77432	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.703	-4.78356	-4.78356	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.704	-4.79261	-4.79261	-3e-11	-5.76923e-20	1.00002e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.705	-4.80147	-4.80147	-3e-11	-5.76923e-20	1.00002e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.706	-4.81014	-4.81014	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.707	-4.81862	-4.81862	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.708	-4.82691	-4.82691	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.709	-4.83501	-4.83501	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.71	-4.84292	-4.84292	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.711	-4.85063	-4.85063	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.712	-4.85816	-4.85816	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.713	-4.86549	-4.86549	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.714	-4.87263	-4.87263	-3e-11	-5.76923e-20	9.99938e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.715	-4.87958	-4.87958	-3e-11	-5.76923e-20	9.99938e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.716	-4.88634	-4.88634	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.717	-4.8929	-4.8929	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.718	-4.89928	-4.89928	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.719	-4.90545	-4.90545	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.72	-4.91144	-4.91144	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.721	-4.91723	-4.91723	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.722	-4.92282	-4.92282	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.723	-4.92822	-4.92822	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.724	-4.93343	-4.93343	-3e-11	-5.76923e-20	9.99938e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.725	-4.93844	-4.93844	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.726	-4.94326	-4.94326	-3e-11	-5.76923e-20	9.99938e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.727	-4.94788	-4.94788	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.728	-4.95231	-4.95231	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.729	-4.95654	-4.95654	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.73	-4.96057	-4.96057	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.731	-4.96441	-4.96441	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.732	-4.96806	-4.96806	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.733	-4.9715	-4.9715	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.734	-4.97476	-4.97476	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.735	-4.97781	-4.97781	-3e-11	-5.76923e-20	9.99938e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.736	-4.98067	-4.98067	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.737	-4.98333	-4.98333	-3e-11	-5.76923e-20	1.00002e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.738	-4.98579	-4.98579	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.739	-4.98806	-4.98806	-3e-11	-5.76923e-20	9.99938e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.74	-4.99013	-4.99013	-3e-11	-5.76923e-20	1.00002e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.741	-4.99201	-4.99201	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.742	-4.99368	-4.99368	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.743	-4.99516	-4.99516	-3e-11	-5.76923e-20	1.00002e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.744	-4.99645	-4.99645	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.745	-4.99753	-4.99753	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.746	-4.99842	-4.99842	-3e-11	-5.76923e-20	1.00002e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.747	-4.99911	-4.99911	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.748	-4.99961	-4.99961	-3e-11	-5.76923e-20	1.00002e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.749	-4.9999	-4.9999	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.75	-5	-5	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.751	-4.9999	-4.9999	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.752	-4.99961	-4.99961	-3e-11	-5.76923e-20	1.00002e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.753	-4.99911	-4.99911	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.754	-4.99842	-4.99842	-3e-11	-5.76923e-20	1.00002e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.755	-4.99753	-4.99753	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.756	-4.99645	-4.99645	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.757	-4.99516	-4.99516	-3e-11	-5.76923e-20	1.00002e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.758	-4.99368	-4.99368	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.759	-4.99201	-4.99201	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.76	-4.99013	-4.99013	-3e-11	-5.76923e-20	1.00002e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.761	-4.98806	-4.98806	-3e-11	-5.76923e-20	9.99938e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.762	-4.98579	-4.98579	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.763	-4.98333	-4.98333	-3e-11	-5.76923e-20	1.00002e-14	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.764	-4.98067	-4.98067	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.765	-4.97781	-4.97781	-3e-11	-5.76923e-20	9.99938e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.766	-4.97476	-4.97476	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.767	-4.9715	-4.9715	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.768	-4.96806	-4.96806	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.769	-4.96441	-4.96441	-3e-11	-5.76923e-20	9.99938e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.77	-4.96057	-4.96057	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-1e-14	1e-14	1.15385e-23	-1.15385e-23
2.771	-4.95654	-4.95654	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
2.772	-4.95231	-4.95231	-3e-11	-5.76923e-20	9.99981e-15	-1e-14	-9.99956e-15	1e-14	1.15385e-23	-1.15385e-23
